reasons_group_1,reasons_group_2,reasons_group_3,reasons_group_4,Day,Month,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,12,5,260,50,36,246.074,23,0,4,0,3
1,0,0,0,15,5,179,22,40,246.074,22,1,2,0,2
1,0,0,0,15,5,179,22,40,246.074,22,1,2,0,3
0,0,1,0,17,5,228,14,58,246.074,22,0,2,1,8
0,0,0,1,17,5,225,26,28,246.074,24,0,1,2,3
1,0,0,0,19,5,330,16,28,246.074,25,1,0,0,8
0,0,0,1,22,5,179,26,30,246.074,19,1,0,0,2
0,0,0,1,22,5,118,10,37,246.074,28,0,0,0,1
1,0,0,0,29,5,235,11,37,246.074,29,1,1,1,8
0,0,0,1,31,5,179,26,30,246.074,19,1,0,0,3
0,0,0,1,5,6,118,10,37,253.957,28,0,0,0,3
0,0,0,1,5,6,179,51,38,253.957,31,0,0,0,3
0,0,0,1,6,6,118,10,37,253.957,28,0,0,0,2
0,0,0,1,8,6,225,26,28,253.957,24,0,1,2,4
0,0,0,1,9,6,260,50,36,253.957,23,0,4,0,4
0,0,0,0,9,6,179,51,38,253.957,31,0,0,0,0
1,0,0,0,12,6,291,31,40,253.957,25,0,1,1,40
0,0,0,1,12,6,179,51,38,253.957,31,0,0,0,24
0,0,0,1,13,6,246,25,41,253.957,23,0,0,0,3
0,0,0,1,19,6,179,51,38,253.957,31,0,0,0,4
0,0,0,1,20,6,235,20,43,253.957,38,0,1,0,8
0,0,0,1,26,6,179,51,38,253.957,31,0,0,0,2
0,0,0,1,28,6,225,26,28,253.957,24,0,1,2,2
0,0,0,1,28,6,118,13,50,253.957,31,0,1,0,2
1,0,0,0,28,6,179,51,38,253.957,31,0,0,0,8
0,0,1,0,28,6,179,26,30,253.957,19,1,0,0,2
0,0,0,1,30,6,246,25,41,253.957,23,0,0,0,2
1,0,0,0,27,6,330,16,28,253.957,25,1,0,0,1
1,0,0,0,27,6,235,11,37,253.957,29,1,1,1,8
0,0,0,1,6,7,179,26,30,230.29,19,1,0,0,2
0,0,0,1,6,7,225,26,28,230.29,24,0,1,2,4
1,0,0,0,7,7,260,50,36,230.29,23,0,4,0,8
1,0,0,0,10,7,268,11,33,230.29,25,1,0,0,8
0,0,0,1,14,7,330,16,28,230.29,25,1,0,0,8
0,0,0,1,14,7,118,10,37,230.29,28,0,0,0,8
0,0,0,1,17,7,260,50,36,230.29,23,0,4,0,4
0,0,0,1,18,7,118,10,37,230.29,28,0,0,0,8
0,1,0,0,24,7,300,26,43,230.29,25,0,2,1,8
0,0,0,1,24,7,235,29,48,230.29,33,0,1,5,1
0,0,0,1,25,7,246,25,41,230.29,23,0,0,0,2
1,0,0,0,25,7,225,26,28,230.29,24,0,1,2,112
0,0,0,1,25,7,179,51,38,230.29,31,0,0,0,1
0,0,0,1,28,7,118,13,50,230.29,31,0,1,0,1
0,0,0,1,28,7,361,52,28,230.29,27,0,1,4,8
0,0,0,1,24,7,289,36,33,230.29,30,0,2,1,8
0,0,0,1,24,7,235,20,43,230.29,38,0,1,0,8
0,0,0,1,25,7,246,25,41,230.29,23,0,0,0,2
0,0,0,1,27,7,291,31,40,230.29,25,0,1,1,1
0,0,0,1,27,7,279,5,39,230.29,24,0,2,0,2
0,0,0,1,3,8,179,51,38,249.797,31,0,0,0,4
0,0,0,1,7,8,179,22,40,249.797,22,1,2,0,1
0,0,0,1,8,8,246,25,41,249.797,23,0,0,0,4
0,0,0,1,8,8,118,10,37,249.797,28,0,0,0,4
0,0,0,1,8,8,289,36,33,249.797,30,0,2,1,8
0,0,0,1,8,8,235,20,43,249.797,38,0,1,0,8
0,0,0,1,10,8,291,31,40,249.797,25,0,1,1,4
0,0,0,1,14,8,179,51,38,249.797,31,0,0,0,4
0,0,0,1,15,8,179,22,40,249.797,22,1,2,0,8
0,0,0,1,17,8,330,16,28,249.797,25,1,0,0,16
0,0,0,1,22,8,235,11,37,249.797,29,1,1,1,4
0,0,0,1,22,8,246,25,41,249.797,23,0,0,0,1
0,0,0,1,22,8,118,10,37,249.797,28,0,0,0,5
0,0,0,1,24,8,291,31,40,249.797,25,0,1,1,2
0,0,0,1,28,8,260,50,36,249.797,23,0,4,0,3
0,0,0,1,5,9,246,25,41,261.756,23,0,0,0,1
0,0,0,1,5,9,246,25,41,261.756,23,0,0,0,1
0,0,0,1,5,9,118,10,37,261.756,28,0,0,0,3
0,0,0,1,5,9,155,12,34,261.756,25,0,2,0,2
0,0,0,1,7,9,291,31,40,261.756,25,0,1,1,2
0,0,0,1,8,9,179,26,30,261.756,19,1,0,0,8
0,0,0,1,8,9,248,25,47,261.756,32,0,2,1,1
0,0,0,1,11,9,179,51,38,261.756,31,0,0,0,4
0,0,0,1,13,9,225,26,28,261.756,24,0,1,2,1
0,0,0,1,18,9,179,26,30,261.756,19,1,0,0,2
0,0,0,1,19,9,369,17,31,261.756,25,0,3,0,8
0,0,0,1,26,9,361,52,28,261.756,27,0,1,4,8
1,0,0,0,5,10,289,48,49,284.853,36,0,0,2,1
1,0,0,0,5,10,235,16,32,284.853,25,1,0,0,3
0,0,0,1,6,10,246,25,41,284.853,23,0,0,0,8
1,0,0,0,11,10,289,48,49,284.853,36,0,0,2,3
0,0,0,1,11,10,291,31,40,284.853,25,0,1,1,2
0,0,0,1,17,10,118,10,37,284.853,28,0,0,0,2
0,0,0,1,19,10,289,48,49,284.853,36,0,0,2,2
0,0,0,1,20,10,291,31,40,284.853,25,0,1,1,1
0,0,0,1,24,10,225,26,28,284.853,24,0,1,2,2
0,0,0,1,24,10,369,17,31,284.853,25,0,3,0,8
0,0,0,1,24,10,369,17,31,284.853,25,0,3,0,3
0,0,0,1,24,10,225,26,28,284.853,24,0,1,2,4
0,0,0,1,24,10,369,17,31,284.853,25,0,3,0,8
0,0,0,1,25,10,179,51,38,284.853,31,0,0,0,3
1,0,0,0,25,10,228,14,58,284.853,22,0,2,1,1
0,0,0,1,25,10,291,31,40,284.853,25,0,1,1,1
1,0,0,0,26,10,369,17,31,284.853,25,0,3,0,8
1,0,0,0,26,10,225,26,28,284.853,24,0,1,2,1
1,0,0,0,27,10,369,17,31,284.853,25,0,3,0,8
1,0,0,0,27,10,225,26,28,284.853,24,0,1,2,3
0,0,0,1,29,10,189,29,33,284.853,25,0,2,2,8
1,0,0,0,29,10,235,16,32,284.853,25,1,0,0,8
1,0,0,0,29,10,248,25,47,284.853,32,0,2,1,8
0,0,0,0,29,10,225,26,28,284.853,24,0,1,2,0
1,0,0,0,31,10,225,26,28,284.853,24,0,1,2,3
0,0,1,0,7,11,179,51,38,268.519,31,0,0,0,1
0,0,0,1,8,11,118,10,37,268.519,28,0,0,0,3
1,0,0,0,8,11,330,16,28,268.519,25,1,0,0,24
0,0,0,1,10,11,179,51,38,268.519,31,0,0,0,1
1,0,0,0,14,11,118,10,37,268.519,28,0,0,0,8
0,0,0,1,15,11,289,36,33,268.519,30,0,2,1,8
1,0,0,0,17,11,235,16,32,268.519,25,1,0,0,8
0,0,0,1,17,11,225,26,28,268.519,24,0,1,2,4
0,0,0,1,21,11,361,52,28,268.519,27,0,1,4,8
0,0,0,1,22,11,291,31,40,268.519,25,0,1,1,2
1,0,0,0,23,11,118,10,37,268.519,28,0,0,0,2
1,0,0,0,23,11,225,26,28,268.519,24,0,1,2,3
0,0,0,1,27,11,179,51,38,268.519,31,0,0,0,1
0,0,0,1,27,11,118,10,37,268.519,28,0,0,0,8
1,0,0,0,28,11,118,10,37,268.519,28,0,0,0,8
0,0,0,1,28,11,225,26,28,268.519,24,0,1,2,2
0,0,0,0,28,11,291,31,40,268.519,25,0,1,1,0
0,0,0,0,29,11,289,36,33,268.519,30,0,2,1,0
1,0,0,0,30,11,248,25,47,268.519,32,0,2,1,4
0,0,0,0,30,11,235,20,43,268.519,38,0,1,0,0
0,0,0,1,24,11,225,26,28,268.519,24,0,1,2,2
0,0,0,1,24,11,369,17,31,268.519,25,0,3,0,8
0,0,0,1,27,11,361,52,28,268.519,27,0,1,4,2
1,0,0,0,5,12,179,51,38,280.549,31,0,0,0,32
0,0,0,1,6,12,291,31,40,280.549,25,0,1,1,1
0,0,0,1,6,12,225,26,28,280.549,24,0,1,2,3
1,0,0,0,8,12,179,26,30,280.549,19,1,0,0,1
0,0,0,1,8,12,225,26,28,280.549,24,0,1,2,3
0,0,0,1,13,12,225,26,28,280.549,24,0,1,2,3
1,0,0,0,14,12,361,52,28,280.549,27,0,1,4,4
0,0,1,0,15,12,179,22,40,280.549,22,1,2,0,2
0,0,0,1,15,12,235,20,43,280.549,38,0,1,0,8
0,0,1,0,18,12,233,51,31,280.549,21,1,1,8,8
1,0,0,0,19,12,179,26,30,280.549,19,1,0,0,16
0,0,0,1,19,12,225,26,28,280.549,24,0,1,2,2
0,0,0,1,21,12,225,26,28,280.549,24,0,1,2,3
0,0,0,1,18,12,225,26,28,280.549,24,0,1,2,2
0,0,1,0,19,12,155,12,34,280.549,25,0,2,0,80
1,0,0,0,1,1,179,26,30,313.532,19,1,0,0,24
1,0,0,0,4,1,179,26,30,313.532,19,1,0,0,16
0,0,0,1,4,1,179,22,40,313.532,22,1,2,0,2
0,0,0,1,5,1,179,22,40,313.532,22,1,2,0,2
1,0,0,0,8,1,179,26,30,313.532,19,1,0,0,3
0,0,0,1,10,1,179,22,40,313.532,22,1,2,0,2
1,0,0,0,11,1,289,48,49,313.532,36,0,0,2,8
0,0,1,0,12,1,179,22,40,313.532,22,1,2,0,3
0,0,0,1,15,1,179,26,30,313.532,19,1,0,0,2
0,0,1,0,16,1,155,12,34,313.532,25,0,2,0,8
0,0,0,1,17,1,179,26,30,313.532,19,1,0,0,2
0,0,0,1,17,1,179,51,38,313.532,31,0,0,0,3
1,0,0,0,17,1,289,36,33,313.532,30,0,2,1,8
0,0,0,1,18,1,179,51,38,313.532,31,0,0,0,3
0,0,0,1,26,1,179,51,38,313.532,31,0,0,0,2
1,0,0,0,6,2,179,51,38,264.249,31,0,0,0,8
0,0,0,1,6,2,225,26,28,264.249,24,0,1,2,3
1,0,0,0,7,2,248,25,47,264.249,32,0,2,1,8
0,0,0,1,7,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,8,2,225,26,28,264.249,24,0,1,2,3
0,0,0,1,8,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,8,2,179,26,30,264.249,19,1,0,0,2
0,0,0,1,9,2,225,15,41,264.249,28,1,2,2,2
0,0,0,1,9,2,179,51,38,264.249,31,0,0,0,2
0,0,1,0,12,2,233,51,31,264.249,21,1,1,8,2
0,0,0,1,12,2,179,51,38,264.249,31,0,0,0,2
1,0,0,0,13,2,225,26,28,264.249,24,0,1,2,8
0,0,0,1,14,2,179,51,38,264.249,31,0,0,0,3
0,0,0,1,15,2,179,51,38,264.249,31,0,0,0,3
0,0,0,1,15,2,225,26,28,264.249,24,0,1,2,3
1,0,0,0,15,2,179,26,30,264.249,19,1,0,0,2
0,0,0,1,16,2,179,22,40,264.249,22,1,2,0,2
0,0,0,1,16,2,179,51,38,264.249,31,0,0,0,3
1,0,0,0,21,2,233,51,31,264.249,21,1,1,8,3
0,0,0,1,21,2,179,26,30,264.249,19,1,0,0,2
0,0,0,1,21,2,179,51,38,264.249,31,0,0,0,2
1,0,0,0,22,2,179,51,38,264.249,31,0,0,0,8
0,0,0,1,23,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,26,2,155,12,34,264.249,25,0,2,0,5
0,0,0,1,26,2,235,16,32,264.249,25,1,0,0,3
0,0,0,1,26,2,179,51,38,264.249,31,0,0,0,2
1,0,0,0,26,2,225,26,28,264.249,24,0,1,2,2
0,0,0,1,27,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,27,2,248,25,47,264.249,32,0,2,1,2
0,0,0,1,27,2,225,26,28,264.249,24,0,1,2,2
0,0,0,1,28,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,22,2,179,51,38,264.249,31,0,0,0,2
0,0,0,1,23,2,235,16,32,264.249,25,1,0,0,2
0,0,0,1,5,3,179,51,38,222.196,31,0,0,0,2
0,0,0,1,5,3,248,25,47,222.196,32,0,2,1,2
0,0,0,1,6,3,228,14,58,222.196,22,0,2,1,3
0,0,0,1,6,3,248,25,47,222.196,32,0,2,1,3
1,0,0,0,6,3,228,14,58,222.196,22,0,2,1,112
0,0,0,1,7,3,179,51,38,222.196,31,0,0,0,2
0,0,0,1,8,3,225,26,28,222.196,24,0,1,2,2
0,0,0,1,8,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,8,3,225,26,28,222.196,24,0,1,2,2
0,0,0,1,9,3,179,26,30,222.196,19,1,0,0,3
0,0,0,1,12,3,235,16,32,222.196,25,1,0,0,3
0,0,1,0,12,3,361,52,28,222.196,27,0,1,4,8
1,0,0,0,13,3,179,51,38,222.196,31,0,0,0,8
0,0,0,1,14,3,179,51,38,222.196,31,0,0,0,2
0,0,0,1,15,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,16,3,179,26,30,222.196,19,1,0,0,2
1,0,0,0,19,3,179,51,38,222.196,31,0,0,0,4
1,0,0,0,19,3,248,25,47,222.196,32,0,2,1,2
0,0,0,1,19,3,179,51,38,222.196,31,0,0,0,3
1,0,0,0,19,3,225,26,28,222.196,24,0,1,2,8
0,0,0,1,20,3,179,51,38,222.196,31,0,0,0,2
0,0,0,1,21,3,289,36,33,222.196,30,0,2,1,8
0,0,0,1,21,3,228,14,58,222.196,22,0,2,1,2
0,0,0,1,21,3,179,51,38,222.196,31,0,0,0,2
0,0,0,1,22,3,248,25,47,222.196,32,0,2,1,3
0,0,0,1,22,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,23,3,179,26,30,222.196,19,1,0,0,2
0,0,0,1,23,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,27,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,28,3,118,15,46,222.196,25,0,2,0,8
1,0,0,0,28,3,155,12,34,222.196,25,0,2,0,24
0,0,0,1,28,3,179,51,38,222.196,31,0,0,0,3
0,0,0,1,29,3,179,51,38,222.196,31,0,0,0,3
1,0,0,0,26,3,179,26,30,222.196,19,1,0,0,2
0,0,1,0,26,3,289,36,33,222.196,30,0,2,1,104
0,0,0,1,28,3,369,17,31,222.196,25,0,3,0,8
1,0,0,0,2,4,225,26,28,246.288,24,0,1,2,8
1,0,0,0,2,4,118,10,37,246.288,28,0,0,0,8
0,0,1,0,3,4,361,52,28,246.288,27,0,1,4,8
0,0,1,0,4,4,248,25,47,246.288,32,0,2,1,8
1,0,0,0,5,4,189,29,33,246.288,25,0,2,2,8
0,0,0,1,6,4,179,26,30,246.288,19,1,0,0,2
1,0,0,0,9,4,369,17,31,246.288,25,0,3,0,24
0,1,0,0,10,4,179,22,40,246.288,22,1,2,0,2
0,0,0,1,10,4,118,13,50,246.288,31,0,1,0,3
0,0,0,1,10,4,361,52,28,246.288,27,0,1,4,2
1,0,0,0,11,4,118,10,37,246.288,28,0,0,0,2
0,0,0,1,13,4,235,11,37,246.288,29,1,1,1,8
0,0,0,1,13,4,179,26,30,246.288,19,1,0,0,2
0,0,1,0,16,4,225,26,28,246.288,24,0,1,2,8
0,1,0,0,17,4,235,16,32,246.288,25,1,0,0,3
0,0,0,1,20,4,179,26,30,246.288,19,1,0,0,2
0,0,0,1,24,4,155,12,34,246.288,25,0,2,0,4
0,0,1,0,26,4,225,26,28,246.288,24,0,1,2,8
1,0,0,0,26,4,118,13,50,246.288,31,0,1,0,2
0,0,0,1,27,4,179,26,30,246.288,19,1,0,0,2
0,0,0,1,7,5,235,11,37,237.656,29,1,1,1,8
0,0,1,0,9,5,225,15,41,237.656,28,1,2,2,3
0,0,0,1,9,5,235,16,32,237.656,25,1,0,0,2
1,0,0,0,9,5,118,10,37,237.656,28,0,0,0,3
0,0,0,1,9,5,235,20,43,237.656,38,0,1,0,8
1,0,0,0,10,5,179,26,30,237.656,19,1,0,0,1
0,0,0,1,10,5,291,31,40,237.656,25,0,1,1,2
1,0,0,0,10,5,225,15,41,237.656,28,1,2,2,8
0,0,1,0,11,5,300,26,43,237.656,25,0,2,1,64
0,0,0,1,11,5,225,15,41,237.656,28,1,2,2,8
0,0,0,1,11,5,179,26,30,237.656,19,1,0,0,2
0,0,0,1,14,5,118,13,50,237.656,31,0,1,0,2
1,0,0,0,15,5,118,13,50,237.656,31,0,1,0,3
0,0,0,1,15,5,118,10,37,237.656,28,0,0,0,1
0,0,0,0,15,5,118,13,50,237.656,31,0,1,0,0
0,0,0,1,16,5,179,26,30,237.656,19,1,0,0,2
0,0,0,0,16,5,378,49,36,237.656,21,0,2,4,0
0,1,0,0,18,5,179,22,40,237.656,22,1,2,0,1
1,0,0,0,21,5,155,12,34,237.656,25,0,2,0,48
1,0,0,0,21,5,235,16,32,237.656,25,1,0,0,8
0,0,0,1,23,5,291,31,40,237.656,25,0,1,1,8
1,0,0,0,23,5,179,22,40,237.656,22,1,2,0,8
1,0,0,0,23,5,225,26,28,237.656,24,0,1,2,3
1,0,0,0,24,5,330,16,28,237.656,25,1,0,0,8
0,0,0,1,24,5,235,16,32,237.656,25,1,0,0,2
0,0,0,1,31,5,291,31,40,237.656,25,0,1,1,2
